Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Predicted CO2 Emissions
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,10.0,8.1,9.2,31,216,214.59819728235416
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,9.0,7.5,8.4,34,196,195.37711737404317
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.0,8.2,34,192,191.6049904264181
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.7,7.4,8.7,32,205,202.6992927062267
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172,170.21107606927566
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.8,8.0,35,187,185.13210150023252
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,191.8864864084417
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195,192.89994443280386
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,203.6429880751745
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204,203.32130478406407
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,311.20465041045355
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,312.87786499214684
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331,330.39632282039236
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,163.24417034943835
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,178.72062514531123
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,221.07160123010874
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237,234.8117272368827
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,226.53833456578596
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241,238.88558939845717
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,27,243,241.8254456370885
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6,M7,Z,13.0,8.9,11.1,25,260,258.8998201688653
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,249,248.1342638807732
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,26,258,255.5128434569132
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,226.53833456578596
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,241.78172119739384
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,226.75393236414772
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243,241.78172119739384
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,224.1264805901176
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,241.78172119739384
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,229.47119443561124
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,245.93819849098708
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,248,248.1342638807732
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6,M7,Z,12.8,8.9,11.0,26,257,255.43655131024158
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,11.9,9.3,10.7,26,250,248.25794383663947
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.9,9.1,11.1,25,260,260.15475555881244
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,232,230.2963824174351
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243,243.9895417120175
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.9,8.5,9.9,29,231,229.69583087353078
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,245.93819849098708
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.6,13.9,20,324,323.22525073167253
PORSCHE,911 GT3,TWO-SEATER,4.0,6,M6,Z,18.0,11.5,15.1,19,352,351.5175845551718
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,226.32453702899807
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,245.93819849098708
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6,AM7,Z,12.1,9.2,10.8,26,251,252.30117932253196
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6,M7,Z,13.2,9.2,11.4,25,266,265.64522864139343
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,233.4922361513541
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,245.93819849098708
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,265.98026928135397
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,265.98026928135397
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,265.98026928135397
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,267,265.98026928135397
PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6,AM7,Z,13.8,10.3,12.3,23,285,285.6430880536658
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,218.24989376532002
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,228.38761246070493
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,248.5055839742613
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,256.9982317150992
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,229.68528089340626
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,249.11180797067993
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.9,9.7,11.5,25,268,268.1627562022417
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.5,10.4,12.6,22,296,293.9756081226858
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281,281.0587279060409
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,13.9,9.6,12.0,24,281,279.8251729649983
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.3,20,334,332.15683221011875
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.3,20,334,332.15683221011875
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,218.24989376532002
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,228.38761246070493
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,248.5055839742613
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,256.9982317150992
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230,229.68528089340626
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,249.11180797067993
PORSCHE,MACAN,SUV - SMALL,2.0,4,A7,Z,11.6,9.3,10.6,27,248,246.790047601031
PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,13.8,10.3,12.3,23,287,285.2498726861851
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,285,284.8820380829971
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,285.74023773598844
PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6,A7,Z,14.1,10.1,12.3,23,286,284.85674105254975
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,11.0,8.3,9.8,29,229,228.85684145732074
PORSCHE,PANAMERA 4,FULL-SIZE,3.0,6,AM8,Z,11.3,8.6,10.1,28,235,234.8638748249347
PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6,AM8,Z,11.3,8.6,10.1,28,235,234.8638748249347
PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6,AM8,Z,11.5,9.0,10.4,27,242,241.84785305006656
PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235,234.21521778710942
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235,234.21521778710942
PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Z,12.1,9.0,10.7,26,249,248.7023473498058
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,260.969548238456
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,260.969548238456
PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4.0,8,AM8,Z,13.4,10.1,11.9,24,279,278.820081195968
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,278.9095742444848
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,282.49001640767796
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,344.30608256122093
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,317.57504734183266
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,278.2889789809864
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,292.7680568662386
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.249999999999998,18.0,16,300,298.8729906701347
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,381.6473373568424
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,326.26172124071906
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,288.0377423227643
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,231.15137232136567
ROLLS-ROYCE,DAWN,COMPACT,6.25,9,AS8,Z,20.3,13.0,17.0,17,397,396.6164887288206
ROLLS-ROYCE,GHOST,FULL-SIZE,6.25,9,AS8,Z,20.3,13.0,17.0,17,397,396.61551473440556
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.25,9,AS8,Z,20.3,13.0,17.0,17,397,396.61551473440556
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.25,9,AS8,Z,20.0,12.4,16.6,17,387,387.4962687917231
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.25,9,AS8,Z,20.0,12.4,16.6,17,387,387.4962687917231
ROLLS-ROYCE,WRAITH,MID-SIZE,6.25,9,AS8,Z,19.6,12.9,16.6,17,388,387.5510611891405
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,200.05856687315583
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.1,9.8,29,229,228.40090219184964
SUBARU,BRZ tS,MINICOMPACT,2.0,4,M6,Z,11.6,8.6,10.2,28,239,238.35006673754475
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188,188.54193860587336
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220,219.73837942777845
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.6,9.5,30,223,221.5164742437621
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,196,195.49226351698778
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,228,226.54037161922042
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,174.29330312647397
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208,207.6309264899213
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176,176.22659816895302
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,210.36749037466498
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.3,34,193,192.51883836177777
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,239.6008350893309
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,197.69675459415328
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,244.57385522357862
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256,258.8375891761587
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235,233.5526981717859
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.1,10.5,12.5,23,291,289.83502001716494
SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,14.3,10.9,12.8,22,296,296.08761884729773
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,309.6229280089557
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,309.6229280089557
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,203.80095832121228
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,231.36695170550544
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,226.66252532767538
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,163.19777131166765
TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.0,7.3,39,172,170.5742396712317
TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4,38,173,172.66794776352532
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210,209.18686889224682
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,214.28395645427022
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,47,113,113.96539049621404
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,47,121,120.70900397816268
TOYOTA,C-HR,COMPACT,2.0,4,AV7,X,8.7,7.5,8.2,34,189,189.63862995959045
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,174.97247229081245
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178,177.08487909266822
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,177.8082412236281
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,161.7602773407912
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8.0,6.3,7.2,39,168,167.7400593351865
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176,174.97247229081245
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185,183.95195263938467
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,241.92156854443024
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,251,249.30769225761654
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,247,247.19024646485698
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,241.47809852551208
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,192.6069432417952
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,47,105,103.97727908012473
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,47,120,120.69889575305446
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6.0,5.8,47,135,135.26258511407465
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.8,9.0,31,210,210.07301554137393
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30,222,220.8770675279948
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,226,225.9957715280868
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39,171,170.08383168387724
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,381.75359407044476
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26,256,254.9130882536308
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,273.92854767079854
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,261.1476150701823
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268,266.7500613513194
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,273.49335495910486
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,283,281.6955788215459
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299,297.52696765238295
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,299.27125072633316
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,369.8534009813688
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354,351.6204138831754
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,383,381.6473373568424
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,154.20808797984483
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,163.36162118196137
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,172.4003119812804
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168,167.8948565366976
VOLKSWAGEN,ATLAS,SUV - SMALL,2.0,4,AS8,X,10.8,8.9,10.0,28,233,231.93162388771825
VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282,281.8320244496362
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AS6,X,9.0,7.2,8.2,34,191,191.22009882043693
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,AS6,X,9.0,7.2,8.2,34,191,191.2048635395507
VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,188.86745316384204
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,188.97547522134192
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,199,198.078826288477
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.9,8.2,34,192,192.07929334024644
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.3,8.6,33,200,199.8321069158754
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.6,7.2,8.5,33,199,198.11471446435337
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM7,Z,10.6,8.0,9.4,30,220,220.2297916627426
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,11.1,8.1,9.8,29,227,227.02847238113856
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8.0,9.4,30,220,220.4364167776759
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,224.0952734389683
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,7.2,8.5,33,199,198.06089461809265
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.4,6.9,8.2,34,192,192.80980275020048
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224,223.20092647499803
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218,217.60155418099717
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4,AS6,X,9.3,6.5,8.1,35,188,187.52132899664952
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,12.2,8.5,10.6,27,246,245.94127815763147
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS8,X,10.6,8.7,9.8,29,229,227.66108893069168
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.3,8.8,10.2,28,237,237.9546683908422
VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,X,11.0,8.1,9.7,29,226,226.36417080163616
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,10.9,7.7,9.4,30,221,220.4874692074441
VOLVO,S60 POLESTAR,COMPACT,2.0,4,AS8,Z,11.8,8.5,10.3,27,241,240.3608285865227
VOLVO,S60 CC T5 AWD,COMPACT,2.0,4,AS8,X,10.8,7.8,9.4,30,220,220.2121623645787
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Z,10.1,7.4,8.8,32,206,206.77339492535762
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,10.6,7.6,9.3,30,216,216.5586220141728
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,11.0,8.1,9.7,29,226,226.26002263500695
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.9,7.7,9.4,30,221,220.44306642846126
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4,AS8,Z,11.8,8.5,10.3,27,241,240.4025987570357
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.8,7.8,9.4,30,220,220.20245514885494
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.6,7.6,9.3,30,216,216.07302160158517
VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.4,7.7,9.2,31,214,213.85253542073315
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.9,8.0,9.6,29,224,223.04845018260914
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.7,8.5,9.8,29,228,227.1710372270308
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.4,8.7,10.2,28,240,237.64088713416078
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.9,8.3,9.7,29,227,226.67608029652445
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.5,8.8,10.3,27,240,239.24934821031925
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7.0,8.6,33,199,199.93231287805602
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.2,9.0,10.8,26,252,251.78918173380302
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,12.2,9.5,11.0,26,258,257.0687923982372
ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210,210.55313760792762
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261,258.3444126334492
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,231.79073582838828
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,11.3,9.1,10.3,27,242,240.5302513350374
ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34,196,195.30486937788814
ACURA,TLX,COMPACT,2.4,4,AM8,Z,10.0,7.1,8.7,32,205,202.99763674181312
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,207.65271285500083
